"g","y"
"ctrl","1.8034617642104007"
"ctrl","-0.19711789678983885"
"ctrl","0.051491411847845059"
"ctrl","1.0869652173190927"
"ctrl","0.37265425079572567"
"ctrl","2.8453751722894816"
"ctrl","-0.36696459788935831"
"ctrl","-0.88928704670357128"
"ctrl","0.075596172717092874"
"ctrl","2.3237999277292212"
"ctrl","0.040893992407292565"
"ctrl","2.1506763288204911"
"ctrl","0.83283524896927663"
"ctrl","-0.21088465037835416"
"ctrl","-0.014321747303805504"
"ctrl","-0.68913299350547252"
"ctrl","0.88852893891970719"
"ctrl","0.11904981667580801"
"ctrl","-2.1659750099389221"
"ctrl","2.2106030325860671"
"ctrl","-0.95476886550263573"
"ctrl","1.1679766208209639"
"ctrl","0.41169183808732179"
"ctrl","0.46318592797004055"
"ctrl","-0.39204641022440589"
"t1","0.11176846107391589"
"t1","0.82120903363451481"
"t1","-0.71755401719486334"
"t1","-0.010101814688461719"
"t1","0.70971223587310239"
"t1","0.69196225113101606"
"t1","-0.59164014854598301"
"t1","-2.5146439327166532"
"t1","-0.59272087072889224"
"t1","-0.94200726643282962"
"t1","-1.3824056443180128"
"t1","-0.73325300604505927"
"t1","0.1593177101954476"
"t1","1.2228746784914031"
"t1","1.2296209049518219"
"t1","1.4924797697605467"
"t1","-0.040666864154263349"
"t1","1.0808700455168201"
"t1","0.28825202583105847"
"t1","0.58702156839920949"
"t1","0.87311628209283776"
"t1","-0.92216483665123272"
"t1","-0.12977623654045695"
"t1","0.084031024944207305"
"t1","0.50563477950285085"
"t2","0.15925304676540769"
"t2","1.5267148914569939"
"t2","-0.1121456092659191"
"t2","1.0782366339168519"
"t2","0.75426986171904153"
"t2","-0.20965851216035114"
"t2","0.74513875353905279"
"t2","1.9035479654904817"
"t2","-0.45070885355092005"
"t2","1.351905858931798"
"t2","2.6459969882171253"
"t2","0.084104179857494965"
"t2","1.2124093368906661"
"t2","1.1743922581305863"
"t2","0.65277852814155846"
"t2","1.5584876958347991"
"t2","-0.39724298042525741"
"t2","0.28427187053975345"
"t2","0.33108237054300071"
"t2","-0.4086172332678224"
"t2","-0.18218054389722282"
"t2","1.5740791617561098"
"t2","-0.94718702318246639"
"t2","-0.85038340169181215"
"t2","0.3218221308967425"
"t3","0.79695878860741498"
"t3","-0.88623001178998762"
"t3","1.0021384695256685"
"t3","-1.0736268078525812"
"t3","-1.1435842198907178"
"t3","-0.45911930476089935"
"t3","1.1250498757275205"
"t3","1.5780641716218542"
"t3","0.54905685397218051"
"t3","1.1654439119995827"
"t3","1.5023600898003036"
"t3","0.99771394452469064"
"t3","-0.84660566388934833"
"t3","3.2366607131245986"
"t3","-1.3183569843883411"
"t3","1.6502223925239585"
"t3","1.3112580555409703"
"t3","-0.62832026243876615"
"t3","0.38644769772491538"
"t3","0.13460575982234602"
"t3","2.1162560245711153"
"t3","-0.47161059277102269"
"t3","1.0252641588012292"
"t3","0.13945919135149959"
"t3","1.2936096939110859"
