"g","y"
"ctrl","-0.43738584539602132"
"ctrl","-1.7215833855952312"
"ctrl","-0.82268813862114154"
"ctrl","0.15011121411139364"
"ctrl","1.4737777300287598"
"ctrl","0.58762965897937192"
"ctrl","1.7077495700044958"
"ctrl","1.5146417719412102"
"ctrl","-0.34561280426629004"
"ctrl","0.42655389446551017"
"ctrl","-1.3926778745083255"
"ctrl","-0.36174673148609271"
"ctrl","1.0205693632987827"
"ctrl","-1.9390024420068008"
"ctrl","1.3682852381101223"
"ctrl","-0.74861618919865902"
"ctrl","-0.94578033546520046"
"ctrl","-0.52962931437088556"
"ctrl","-0.73436784098742669"
"ctrl","-0.64770776245407113"
"ctrl","-1.0524385763833901"
"ctrl","-1.0790687252373374"
"ctrl","0.21382191452854835"
"ctrl","-0.22687395787029949"
"ctrl","0.18646882718455041"
"t1","2.4507465776654462"
"t1","1.3157143771642863"
"t1","-0.52265911933233533"
"t1","2.2444439055371319"
"t1","1.5728931698501367"
"t1","-0.57458913521409194"
"t1","0.71905422702277555"
"t1","0.98259033392886619"
"t1","1.5122175931444848"
"t1","0.12847335169048332"
"t1","-0.88654541133398346"
"t1","-1.0533390510028129"
"t1","0.16765238824505541"
"t1","-0.75572672083235481"
"t1","-0.20714081979703497"
"t1","-0.033034616897510027"
"t1","-0.95099978631708826"
"t1","-1.0541713474848935"
"t1","0.5607492741540997"
"t1","-0.12133924293806053"
"t1","0.70654444820647122"
"t1","-0.3232501213201851"
"t1","0.87884939703245468"
"t1","-0.31888960936794214"
"t1","-0.95321481715074907"
"t2","1.9469200880627151"
"t2","1.873135201097105"
"t2","-0.40100025871157019"
"t2","-0.066513931668884974"
"t2","1.2802569983172902"
"t2","0.10076212034015236"
"t2","0.46947828486811549"
"t2","0.74797667416870617"
"t2","-0.89201634928274109"
"t2","-0.40419196042317596"
"t2","0.93951655287414781"
"t2","0.092496486971842318"
"t2","0.28467543617180657"
"t2","-1.1389260923492697"
"t2","-1.1999877853340948"
"t2","2.7904512690396999"
"t2","-1.433739055019468"
"t2","1.2085528507303342"
"t2","-0.33452442690920736"
"t2","-0.47656920033857175"
"t2","-0.12667264407011603"
"t2","3.219402295817682"
"t2","1.9343543043501303"
"t2","0.79268177734095802"
"t2","0.44145304695388748"
"t3","-0.20752078110547001"
"t3","1.1995293821698958"
"t3","1.9699857320167964"
"t3","0.8082663203541427"
"t3","0.50708961075662751"
"t3","3.0991530573948061"
"t3","0.49099184626694081"
"t3","0.12209494893104778"
"t3","1.6319215290545843"
"t3","0.566973278872827"
"t3","-0.029143796244545661"
"t3","1.1082914169421412"
"t3","1.3921537933331138"
"t3","-0.60499070949436884"
"t3","1.1469151846486096"
"t3","2.2580707548673598"
"t3","0.20647117714481955"
"t3","-1.1783602502306101"
"t3","2.7338636272135499"
"t3","1.4143181798121987"
"t3","-0.0019517918765780129"
"t3","2.1405518200876323"
"t3","0.082036573506981458"
"t3","0.96396850636162856"
"t3","1.4969590227836915"
"t4","0.25572918675523504"
"t4","2.8351445915003004"
"t4","-1.1598413336222682"
"t4","-0.62829104141559555"
"t4","-0.090715021501521886"
"t4","-0.10018146140699569"
"t4","2.5424434721823124"
"t4","1.9060358315003916"
"t4","0.79596041227998648"
"t4","0.99448320959943193"
"t4","1.2907802122698042"
"t4","1.6283309794246088"
"t4","1.2017164137525902"
"t4","2.3585096597018804"
"t4","0.59676122003625109"
"t4","2.5258943685085429"
"t4","0.40422717229164079"
"t4","-0.35361515742776972"
"t4","1.1987492679084979"
"t4","0.076645361068365836"
"t4","3.2318405708655646"
"t4","0.51262034521637945"
"t4","-0.9710321345805164"
"t4","0.14678891632191549"
"t4","-1.1011733385280289"
"t5","1.2918264987175854"
"t5","0.069838686252064686"
"t5","1.5732924494040694"
"t5","-0.61557085575031945"
"t5","1.0304823824460332"
"t5","1.0688719495104568"
"t5","0.40536548375950665"
"t5","2.8527895075243577"
"t5","0.77229641362589707"
"t5","0.76347775391214701"
"t5","-0.88580466623135767"
"t5","2.4093315332872765"
"t5","1.0676856876751115"
"t5","1.6275929246376595"
"t5","3.119558463502313"
"t5","0.25561116464610378"
"t5","2.2869556944358935"
"t5","0.97279429058995559"
"t5","2.8818440716543483"
"t5","0.042463323579727597"
"t5","-1.6646325015799648"
"t5","1.9695055603040288"
"t5","1.3523374178845953"
"t5","-0.37342193958432301"
"t5","0.60775838679562366"
